Ingredient_name	GNSP_ID
glycyrrhizin	"CCMSLIB00000213778"
glycyrrhizin	"CCMSLIB00000215754"
glycyrrhizin	"CCMSLIB00000215756"
glycyrrhizin	"CCMSLIB00000215758"
glycyrrhizin	"CCMSLIB00000215760"
glycyrrhizin	"CCMSLIB00000215762"
glycyrrhizin	"CCMSLIB00000215764"
glycyrrhizin	"CCMSLIB00000215766"
glycyrrhizin	"CCMSLIB00000215768"
glycyrrhizin	"CCMSLIB00000215770"
glycyrrhizin	"CCMSLIB00000215772"
glycyrrhizin	"CCMSLIB00000215774"
glycyrrhizin	"CCMSLIB00000215776"
glycyrrhizin	"CCMSLIB00000220970"
glycyrrhizin	"CCMSLIB00000221205"
glycyrrhizin	"CCMSLIB00000221883"
glycyrrhizin	"CCMSLIB00000221885"
glycyrrhizin	"CCMSLIB00000222123"
glycyrrhizin	"CCMSLIB00000222125"
glycyrrhizinate	"CCMSLIB00000218509"
glycyrrhizinate	"CCMSLIB00000218511"
glycyrrhizinate	"CCMSLIB00000218513"
glycyrrhizinate	"CCMSLIB00000218515"
glycyrrhizinate	"CCMSLIB00000218517"
glycyrrhizinic acid	"CCMSLIB00000212287"
gomisin e	"CCMSLIB00000212205"
gomisin f	"CCMSLIB00000212209"
gomisin g	"CCMSLIB00000212201"
gossypin	"CCMSLIB00000223177"
gossypin	"CCMSLIB00000217930"
gossypin	"CCMSLIB00000217932"
gossypin	"CCMSLIB00000217934"
gossypin	"CCMSLIB00000217936"
gossypin	"CCMSLIB00000217938"
gossypin	"CCMSLIB00000217940"
gossypin	"CCMSLIB00000221403"
gossypin	"CCMSLIB00000222374"
guanidine	"CCMSLIB00000222969"
guanidine	"CCMSLIB00000222970"
guanidine	"CCMSLIB00000213787"
guanidine	"CCMSLIB00000213789"
guanidine	"CCMSLIB00000213791"
guanidine	"CCMSLIB00000213793"
guanidine	"CCMSLIB00000213795"
guanidine	"CCMSLIB00000213797"
guanidine	"CCMSLIB00000220975"
guanidine	"CCMSLIB00000220977"
guanidine	"CCMSLIB00000221888"
guanine	"CCMSLIB00000216178"
guanine	"CCMSLIB00000216180"
guanine	"CCMSLIB00000216274"
guanine	"CCMSLIB00000216276"
guanine	"CCMSLIB00000222968"
guanine	"CCMSLIB00000213781"
guanine	"CCMSLIB00000213782"
guanine	"CCMSLIB00000213784"
guanine	"CCMSLIB00000220973"
guanine	"CCMSLIB00000221887"
guanosine	"CCMSLIB00000222969"
guanosine	"CCMSLIB00000222970"
guanosine	"CCMSLIB00000213787"
guanosine	"CCMSLIB00000213789"
guanosine	"CCMSLIB00000213791"
guanosine	"CCMSLIB00000213793"
guanosine	"CCMSLIB00000213795"
guanosine	"CCMSLIB00000213797"
guanosine	"CCMSLIB00000220975"
guanosine	"CCMSLIB00000220977"
guanosine	"CCMSLIB00000221888"
haplopine	"CCMSLIB00000211072"
harmaline	"CCMSLIB00000222900"
harmaline	"CCMSLIB00000222901"
harman	"CCMSLIB00000579110"
harman	"CCMSLIB00000579111"
harman	"CCMSLIB00000222053"
harman	"CCMSLIB00000222055"
harmane	"CCMSLIB00000222172"
harmane	"CCMSLIB00000222275"
harmane	"CCMSLIB00000222277"
harmane	"CCMSLIB00000222279"
harmane	"CCMSLIB00000222281"
harmane	"CCMSLIB00000222283"
heptadecane	"CCMSLIB00000219834"
heptanoic acid	"CCMSLIB00000213911"
heptanoic acid	"CCMSLIB00000213913"
heptanoic acid	"CCMSLIB00000213915"
hesperetin	"CCMSLIB00000217424"
hesperetin	"CCMSLIB00000217426"
hesperetin	"CCMSLIB00000217428"
hesperetin	"CCMSLIB00000217430"
hesperetin	"CCMSLIB00000217432"
hesperetin	"CCMSLIB00000217434"
hesperetin	"CCMSLIB00000217436"
hesperetin	"CCMSLIB00000217438"
hesperetin	"CCMSLIB00000222320"
hesperidin	"CCMSLIB00000223178"
hesperidin	"CCMSLIB00000217942"
hesperidin	"CCMSLIB00000217944"
hesperidin	"CCMSLIB00000217946"
hesperidin	"CCMSLIB00000217948"
hesperidin	"CCMSLIB00000217950"
hesperidin	"CCMSLIB00000217952"
hesperidin	"CCMSLIB00000221404"
hesperidin	"CCMSLIB00000222376"
hesperidin methyl chalcone	"CCMSLIB00000222524"
hesperidin methyl chalcone	"CCMSLIB00000222526"
hesperidin methyl chalcone	"CCMSLIB00000222528"
heteroauxin	"CCMSLIB00000222978"
heteroauxin	"CCMSLIB00000222979"
heteroauxin	"CCMSLIB00000213937"
heteroauxin	"CCMSLIB00000213939"
heteroauxin	"CCMSLIB00000213941"
heteroauxin	"CCMSLIB00000213945"
heteroauxin	"CCMSLIB00000213946"
heteroauxin	"CCMSLIB00000220991"
heteroauxin	"CCMSLIB00000220993"
heteroauxin	"CCMSLIB00000221905"
hexanoic acid	"CCMSLIB00000213917"
hippuric acid	"CCMSLIB00000219037"
hippuric acid	"CCMSLIB00000219039"
hippuric acid	"CCMSLIB00000219041"
hippuric acid	"CCMSLIB00000219043"
hippuric acid	"CCMSLIB00000219045"
hippuric acid	"CCMSLIB00000219047"
hirsutrin	"CCMSLIB00000222794"
hirsutrin	"CCMSLIB00000222795"
hirsutrin	"CCMSLIB00000222796"
hirsutrin	"CCMSLIB00000222797"
hirsutrin	"CCMSLIB00000223081"
hirsutrin	"CCMSLIB00000223350"
hirsutrin	"CCMSLIB00000215662"
hirsutrin	"CCMSLIB00000215664"
hirsutrin	"CCMSLIB00000215666"
hirsutrin	"CCMSLIB00000215668"
hirsutrin	"CCMSLIB00000215670"
hirsutrin	"CCMSLIB00000215672"
hirsutrin	"CCMSLIB00000215674"
hirsutrin	"CCMSLIB00000215676"
hirsutrin	"CCMSLIB00000215678"
hirsutrin	"CCMSLIB00000215680"
hirsutrin	"CCMSLIB00000215682"
hirsutrin	"CCMSLIB00000215684"
hirsutrin	"CCMSLIB00000221197"
hirsutrin	"CCMSLIB00000222115"
hispaglabridin a	"CCMSLIB00000212302"
hispaglabridin b	"CCMSLIB00000212306"
histamine	"CCMSLIB00000218773"
histamine	"CCMSLIB00000218776"
histamine	"CCMSLIB00000218778"
histamine	"CCMSLIB00000218780"
histamine	"CCMSLIB00000218782"
histamine	"CCMSLIB00000222902"
histamine	"CCMSLIB00000212928"
histamine	"CCMSLIB00000212931"
histamine	"CCMSLIB00000212933"
histamine	"CCMSLIB00000220841"
histidine	"CCMSLIB00000221719"
histidine	"CCMSLIB00000221721"
histidine	"CCMSLIB00000221723"
histidine	"CCMSLIB00000221725"
homogentisic acid	"CCMSLIB00000216382"
homogentisic acid	"CCMSLIB00000216384"
homogentisic acid	"CCMSLIB00000222194"
homoorientin	"CCMSLIB00000223073"
homoorientin	"CCMSLIB00000215502"
homoorientin	"CCMSLIB00000215504"
homoorientin	"CCMSLIB00000215506"
homoorientin	"CCMSLIB00000215508"
homoorientin	"CCMSLIB00000215510"
homoorientin	"CCMSLIB00000221181"
homoorientin	"CCMSLIB00000222098"
homoserine	"CCMSLIB00000218633"
homoserine	"CCMSLIB00000218635"
homoserine	"CCMSLIB00000218637"
homoserine	"CCMSLIB00000218639"
hymecromone	"CCMSLIB00000222846"
hymecromone	"CCMSLIB00000222870"
hymecromone	"CCMSLIB00000212445"
hymecromone	"CCMSLIB00000212447"
hymecromone	"CCMSLIB00000212449"
hymecromone	"CCMSLIB00000212450"
hymecromone	"CCMSLIB00000212452"
hymecromone	"CCMSLIB00000212635"
hymecromone	"CCMSLIB00000212637"
hymecromone	"CCMSLIB00000212639"
hymecromone	"CCMSLIB00000212641"
hymecromone	"CCMSLIB00000212643"
hymecromone	"CCMSLIB00000212645"
hymecromone	"CCMSLIB00000212646"
hymecromone	"CCMSLIB00000212649"
hymecromone	"CCMSLIB00000220731"
hymecromone	"CCMSLIB00000220779"
hymecromone	"CCMSLIB00000221749"
hymecromone	"CCMSLIB00000221772"
hymecromone	"CCMSLIB00000221773"
hyoscyamine	"CCMSLIB00000218731"
hyoscyamine	"CCMSLIB00000218733"
hyoscyamine	"CCMSLIB00000218735"
hyoscyamine	"CCMSLIB00000218737"
hyoscyamine	"CCMSLIB00000218739"
hyoscyamine	"CCMSLIB00000221219"
hyperin	"CCMSLIB00000223080"
hyperin	"CCMSLIB00000223305"
hyperin	"CCMSLIB00000215638"
hyperin	"CCMSLIB00000215640"
hyperin	"CCMSLIB00000215642"
hyperin	"CCMSLIB00000215644"
hyperin	"CCMSLIB00000215646"
hyperin	"CCMSLIB00000215648"
hyperin	"CCMSLIB00000215650"
hyperin	"CCMSLIB00000215652"
hyperin	"CCMSLIB00000215654"
hyperin	"CCMSLIB00000215656"
hyperin	"CCMSLIB00000215659"
hyperin	"CCMSLIB00000215660"
hyperin	"CCMSLIB00000216051"
hyperin	"CCMSLIB00000216053"
hyperin	"CCMSLIB00000216055"
hyperin	"CCMSLIB00000216057"
hyperin	"CCMSLIB00000216059"
hyperin	"CCMSLIB00000216061"
hyperin	"CCMSLIB00000216063"
hyperin	"CCMSLIB00000216065"
hyperin	"CCMSLIB00000216067"
hyperin	"CCMSLIB00000216069"
hyperin	"CCMSLIB00000216070"
hyperin	"CCMSLIB00000216072"
hyperin	"CCMSLIB00000221195"
hyperin	"CCMSLIB00000221232"
hyperin	"CCMSLIB00000222113"
hyperin	"CCMSLIB00000222158"
hyperoside	"CCMSLIB00000222790"
hyperoside	"CCMSLIB00000222791"
hyperoside	"CCMSLIB00000222792"
hyperoside	"CCMSLIB00000222793"
hyperoside	"CCMSLIB00000223080"
hyperoside	"CCMSLIB00000223305"
hyperoside	"CCMSLIB00000215638"
hyperoside	"CCMSLIB00000215640"
hyperoside	"CCMSLIB00000215642"
hyperoside	"CCMSLIB00000215644"
hyperoside	"CCMSLIB00000215646"
hyperoside	"CCMSLIB00000215648"
hyperoside	"CCMSLIB00000215650"
hyperoside	"CCMSLIB00000215652"
hyperoside	"CCMSLIB00000215654"
hyperoside	"CCMSLIB00000215656"
hyperoside	"CCMSLIB00000215659"
hyperoside	"CCMSLIB00000215660"
hyperoside	"CCMSLIB00000216051"
hyperoside	"CCMSLIB00000216053"
hyperoside	"CCMSLIB00000216055"
hyperoside	"CCMSLIB00000216057"
hyperoside	"CCMSLIB00000216059"
hyperoside	"CCMSLIB00000216061"
hyperoside	"CCMSLIB00000216063"
hyperoside	"CCMSLIB00000216065"
hyperoside	"CCMSLIB00000216067"
hyperoside	"CCMSLIB00000216069"
hyperoside	"CCMSLIB00000216070"
hyperoside	"CCMSLIB00000216072"
hyperoside	"CCMSLIB00000221195"
hyperoside	"CCMSLIB00000221232"
hyperoside	"CCMSLIB00000222113"
hyperoside	"CCMSLIB00000222158"
hypoxanthine	"CCMSLIB00000216543"
hypoxanthine	"CCMSLIB00000216545"
hypoxanthine	"CCMSLIB00000218662"
hypoxanthine	"CCMSLIB00000218664"
hypoxanthine	"CCMSLIB00000218666"
hypoxanthine	"CCMSLIB00000218668"
hypoxanthine	"CCMSLIB00000218670"
hypoxanthine	"CCMSLIB00000213925"
hypoxanthine	"CCMSLIB00000213927"
hypoxanthine	"CCMSLIB00000213929"
icariin	"CCMSLIB00000223357"
indole	"CCMSLIB00000222884"
indole	"CCMSLIB00000220805"
indole-3-acetonitrile	"CCMSLIB00000222441"
indole-3-acetonitrile	"CCMSLIB00000222443"
indole-3-acetonitrile	"CCMSLIB00000222445"
indole-3-acetonitrile	"CCMSLIB00000222880"
indole-3-acetonitrile	"CCMSLIB00000222881"
indole-3-acetonitrile	"CCMSLIB00000212705"
indole-3-acetonitrile	"CCMSLIB00000220797"
indole-3-acetonitrile	"CCMSLIB00000220799"
indole-3-carboxaldehyde	"CCMSLIB00000220807"
indole-3-carboxaldehyde	"CCMSLIB00000221621"
indole-3-carboxaldehyde	"CCMSLIB00000221783"
indole-3-carboxaldehyde	"CCMSLIB00000221785"
indole-3-carboxaldehyde	"CCMSLIB00000222612"
indole-3-carboxaldehyde	"CCMSLIB00000222614"
inosine	"CCMSLIB00000222980"
inosine	"CCMSLIB00000222981"
inosine	"CCMSLIB00000213948"
inosine	"CCMSLIB00000213950"
inosine	"CCMSLIB00000213952"
inosine	"CCMSLIB00000213954"
inosine	"CCMSLIB00000213956"
inosine	"CCMSLIB00000213958"
inosine	"CCMSLIB00000213960"
inosine	"CCMSLIB00000213962"
inosine	"CCMSLIB00000213964"
inosine	"CCMSLIB00000213966"
inosine	"CCMSLIB00000213969"
inosine	"CCMSLIB00000220995"
inosine	"CCMSLIB00000220997"
inosine	"CCMSLIB00000221907"
isoamylamine	"CCMSLIB00000218953"
isoamylamine	"CCMSLIB00000218955"
isoamylamine	"CCMSLIB00000218958"
isoamylamine	"CCMSLIB00000218960"
isoamylamine	"CCMSLIB00000218962"
isobetanin	"CCMSLIB00000209950"
isobetanin	"CCMSLIB00000211627"
isobutyric acid	"CCMSLIB00000219513"
isobutyric acid	"CCMSLIB00000219515"
isocitric acid	"CCMSLIB00000216474"
isocitric acid	"CCMSLIB00000216476"
isocitric acid	"CCMSLIB00000216478"
isoguvacine	"CCMSLIB00000218892"
isoguvacine	"CCMSLIB00000218894"
isoguvacine	"CCMSLIB00000218896"
isoguvacine	"CCMSLIB00000218898"
isoguvacine	"CCMSLIB00000218900"
isoleucine	"CCMSLIB00000221663"
isoleucine	"CCMSLIB00000221665"
isoleucine	"CCMSLIB00000221667"
isoleucine	"CCMSLIB00000221669"
isoliquiritin	"CCMSLIB00000212283"
isomaltose	"CCMSLIB00000216348"
isoorientin	"CCMSLIB00000222769"
isoorientin	"CCMSLIB00000222770"
isoorientin	"CCMSLIB00000222771"
isoorientin	"CCMSLIB00000223073"
isoorientin	"CCMSLIB00000215502"
isoorientin	"CCMSLIB00000215504"
isoorientin	"CCMSLIB00000215506"
isoorientin	"CCMSLIB00000215508"
isoorientin	"CCMSLIB00000215510"
isoorientin	"CCMSLIB00000221181"
isoorientin	"CCMSLIB00000222098"
isoquercetin	"CCMSLIB00000222794"
isoquercetin	"CCMSLIB00000222795"
isoquercetin	"CCMSLIB00000222796"
isoquercetin	"CCMSLIB00000222797"
isoquercetin	"CCMSLIB00000223081"
isoquercetin	"CCMSLIB00000215662"
isoquercetin	"CCMSLIB00000215664"
isoquercetin	"CCMSLIB00000215666"
isoquercetin	"CCMSLIB00000215668"
isoquercetin	"CCMSLIB00000215670"
isoquercetin	"CCMSLIB00000215672"
isoquercetin	"CCMSLIB00000215674"
isoquercetin	"CCMSLIB00000215676"
isoquercetin	"CCMSLIB00000215678"
isoquercetin	"CCMSLIB00000215680"
isoquercetin	"CCMSLIB00000215682"
isoquercetin	"CCMSLIB00000215684"
isoquercetin	"CCMSLIB00000221197"
isoquercetin	"CCMSLIB00000222115"
isorhamnetin	"CCMSLIB00000222679"
isorhamnetin	"CCMSLIB00000222681"
isorhamnetin	"CCMSLIB00000223054"
isorhamnetin	"CCMSLIB00000212003"
isorhamnetin	"CCMSLIB00000215133"
isorhamnetin	"CCMSLIB00000215135"
isorhamnetin	"CCMSLIB00000215137"
isorhamnetin	"CCMSLIB00000215139"
isorhamnetin	"CCMSLIB00000221144"
isorhamnetin	"CCMSLIB00000222044"
isorhamnetin-3-beta-d-galactopyranoside	"CCMSLIB00000221170"
isorhamnetin-3-beta-d-galactopyranoside	"CCMSLIB00000222075"
isorhamnetin-3-beta-d-galactopyranoside	"CCMSLIB00000222077"
isorhamnetin-3-o-glucoside	"CCMSLIB00000222740"
isorhamnetin-3-o-glucoside	"CCMSLIB00000222742"
isorhamnetin-3-o-glucoside	"CCMSLIB00000223067"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215362"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215364"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215366"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215368"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215370"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215372"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215374"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215376"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215378"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215380"
isorhamnetin-3-o-glucoside	"CCMSLIB00000215382"
isorhamnetin-3-o-glucoside	"CCMSLIB00000221170"
isorhamnetin-3-o-glucoside	"CCMSLIB00000222075"
isorhamnetin-3-o-glucoside	"CCMSLIB00000222077"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000222744"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000222746"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000222748"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000222750"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000223068"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215384"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215386"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215388"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215390"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215392"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215394"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215397"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215398"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215400"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215402"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215404"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000215406"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000221172"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000222079"
isorhamnetin-3-o-rutinoside	"CCMSLIB00000222081"
isosakuranetin	"CCMSLIB00000217954"
isosakuranetin	"CCMSLIB00000217956"
isosakuranetin	"CCMSLIB00000217958"
isosakuranetin	"CCMSLIB00000217960"
isosakuranetin	"CCMSLIB00000217962"
isosakuranetin	"CCMSLIB00000217964"
isovaleric acid	"CCMSLIB00000219049"
juniperic acid	"CCMSLIB00000221745"
kaempferide	"CCMSLIB00000222687"
kaempferide	"CCMSLIB00000222689"
kaempferide	"CCMSLIB00000223056"
kaempferide	"CCMSLIB00000215150"
kaempferide	"CCMSLIB00000215152"
kaempferide	"CCMSLIB00000215154"
kaempferide	"CCMSLIB00000215156"
kaempferide	"CCMSLIB00000215157"
kaempferide	"CCMSLIB00000215159"
kaempferide	"CCMSLIB00000215161"
kaempferide	"CCMSLIB00000215163"
kaempferide	"CCMSLIB00000221148"
kaempferide	"CCMSLIB00000222048"
kaempferitrin	"CCMSLIB00000221226"
kaempferitrin	"CCMSLIB00000221493"
kaempferitrin	"CCMSLIB00000221627"
kaempferitrin	"CCMSLIB00000222148"
kaempferitrin	"CCMSLIB00000222150"
kaempferitrin	"CCMSLIB00000222488"
kaempferitrin	"CCMSLIB00000222620"
kaempferol	"CCMSLIB00000221567"
kaempferol	"CCMSLIB00000221569"
kaempferol	"CCMSLIB00000221571"
kaempferol	"CCMSLIB00000221573"
kaempferol	"CCMSLIB00000222188"
kaempferol	"CCMSLIB00000222191"
kaempferol	"CCMSLIB00000222193"
kaempferol	"CCMSLIB00000222212"
kaempferol	"CCMSLIB00000222214"
kaempferol	"CCMSLIB00000222216"
kaempferol	"CCMSLIB00000222218"
kaempferol	"CCMSLIB00000222220"
kaempferol	"CCMSLIB00000222683"
kaempferol	"CCMSLIB00000222685"
kaempferol	"CCMSLIB00000223055"
kaempferol	"CCMSLIB00000212009"
kaempferol	"CCMSLIB00000215141"
kaempferol	"CCMSLIB00000215143"
kaempferol	"CCMSLIB00000215145"
kaempferol	"CCMSLIB00000215147"
kaempferol	"CCMSLIB00000221146"
kaempferol	"CCMSLIB00000222046"
kaempferol-3-o-glucoside	"CCMSLIB00000222760"
kaempferol-3-o-glucoside	"CCMSLIB00000222761"
kaempferol-3-o-glucoside	"CCMSLIB00000222762"
kaempferol-3-o-glucoside	"CCMSLIB00000223070"
kaempferol-3-o-glucoside	"CCMSLIB00000223316"
kaempferol-3-o-glucoside	"CCMSLIB00000215432"
kaempferol-3-o-glucoside	"CCMSLIB00000215434"
kaempferol-3-o-glucoside	"CCMSLIB00000215436"
kaempferol-3-o-glucoside	"CCMSLIB00000215438"
kaempferol-3-o-glucoside	"CCMSLIB00000215440"
kaempferol-3-o-glucoside	"CCMSLIB00000215442"
kaempferol-3-o-glucoside	"CCMSLIB00000215444"
kaempferol-3-o-glucoside	"CCMSLIB00000215446"
kaempferol-3-o-glucoside	"CCMSLIB00000215448"
kaempferol-3-o-glucoside	"CCMSLIB00000215449"
kaempferol-3-o-glucoside	"CCMSLIB00000215452"
kaempferol-3-o-glucoside	"CCMSLIB00000221175"
kaempferol-3-o-glucoside	"CCMSLIB00000222087"
kaempferol-3-o-glucoside	"CCMSLIB00000222089"
kaempferol-3-rhamnoside	"CCMSLIB00000223300"
kaempferol-3-rhamnoside	"CCMSLIB00000223315"
kaempferol-3-rhamnoside	"CCMSLIB00000218774"
kaempferol-3-rhamnoside	"CCMSLIB00000218775"
kaempferol-3-rhamnoside	"CCMSLIB00000218777"
kaempferol-3-rhamnoside	"CCMSLIB00000218779"
kaempferol-3-rhamnoside	"CCMSLIB00000218781"
kaempferol-3-rhamnoside	"CCMSLIB00000218784"
kaempferol-3-rhamnoside	"CCMSLIB00000218785"
kaempferol-3-rhamnoside	"CCMSLIB00000218787"
kaempferol-3-rhamnoside	"CCMSLIB00000218789"
kaempferol-3-rhamnoside	"CCMSLIB00000218791"
kaempferol-3-rhamnoside	"CCMSLIB00000221473"
kaempferol-3-rhamnoside	"CCMSLIB00000222467"
kinetin	"CCMSLIB00000221982"
kinetin	"CCMSLIB00000221984"
kinetin	"CCMSLIB00000221986"
kinetin	"CCMSLIB00000221988"
kinetin	"CCMSLIB00000222327"
kinetin	"CCMSLIB00000222329"
kinetin	"CCMSLIB00000222331"
kinetin	"CCMSLIB00000211507"
kynurenic acid	"CCMSLIB00000223230"
kynurenic acid	"CCMSLIB00000219356"
kynurenic acid	"CCMSLIB00000219358"
kynurenic acid	"CCMSLIB00000219360"
kynurenic acid	"CCMSLIB00000219362"
kynurenic acid	"CCMSLIB00000219364"
kynurenic acid	"CCMSLIB00000219366"
kynurenic acid	"CCMSLIB00000221548"
kynurenic acid	"CCMSLIB00000222559"
kynurenine	"CCMSLIB00000219054"
kynurenine	"CCMSLIB00000219056"
kynurenine	"CCMSLIB00000219057"
kynurenine	"CCMSLIB00000219059"
kynurenine	"CCMSLIB00000219061"
kynurenine	"CCMSLIB00000221227"
l-alanine	"CCMSLIB00000216588"
l-alanine	"CCMSLIB00000216590"
l-alanine	"CCMSLIB00000216592"
l-alanine	"CCMSLIB00000216594"
l-alanine	"CCMSLIB00000216596"
l-alanine	"CCMSLIB00000214057"
l-alanine	"CCMSLIB00000214059"
l-alanine	"CCMSLIB00000214061"
l-alanine	"CCMSLIB00000214063"
l-alanine	"CCMSLIB00000214065"
l-alpha-alanine	"CCMSLIB00000214057"
l-alpha-alanine	"CCMSLIB00000214059"
l-alpha-alanine	"CCMSLIB00000214061"
l-alpha-alanine	"CCMSLIB00000214063"
l-alpha-alanine	"CCMSLIB00000214065"
lanosterol	"CCMSLIB00000218496"
l-arginine	"CCMSLIB00000216099"
l-arginine	"CCMSLIB00000216101"
l-arginine	"CCMSLIB00000216461"
l-arginine	"CCMSLIB00000216463"
l-arginine	"CCMSLIB00000216466"
l-arginine	"CCMSLIB00000222987"
l-arginine	"CCMSLIB00000222988"
l-asparagine	"CCMSLIB00000216042"
l-asparagine	"CCMSLIB00000216044"
l-asparagine	"CCMSLIB00000216387"
l-asparagine	"CCMSLIB00000216389"
l-asparagine	"CCMSLIB00000216391"
l-asparagine	"CCMSLIB00000214079"
l-asparagine	"CCMSLIB00000214081"
l-asparagine	"CCMSLIB00000214082"
l-aspartic acid	"CCMSLIB00000216046"
l-aspartic acid	"CCMSLIB00000216048"
l-aspartic acid	"CCMSLIB00000216419"
l-aspartic acid	"CCMSLIB00000216609"
l-aspartic acid	"CCMSLIB00000216611"
l-aspartic acid	"CCMSLIB00000216613"
l-aspartic acid	"CCMSLIB00000216616"
l-aspartic acid	"CCMSLIB00000216617"
l-aspartic acid	"CCMSLIB00000214084"
laudanosine	"CCMSLIB00000222333"
laudanosine	"CCMSLIB00000222335"
laudanosine	"CCMSLIB00000222337"
leucine	"CCMSLIB00000221657"
leucine	"CCMSLIB00000221659"
leucine	"CCMSLIB00000221661"
levodopa	"CCMSLIB00000216188"
levodopa	"CCMSLIB00000216325"
levodopa	"CCMSLIB00000222921"
levodopa	"CCMSLIB00000222922"
levodopa	"CCMSLIB00000213208"
levodopa	"CCMSLIB00000213210"
levodopa	"CCMSLIB00000213212"
levodopa	"CCMSLIB00000220880"
levodopa	"CCMSLIB00000220882"
l-histidine	"CCMSLIB00000218622"
l-histidine	"CCMSLIB00000218624"
l-histidine	"CCMSLIB00000218627"
l-histidine	"CCMSLIB00000218629"
l-histidine	"CCMSLIB00000218631"
l-histidine	"CCMSLIB00000222859"
l-histidine	"CCMSLIB00000222860"
l-histidine	"CCMSLIB00000223146"
l-histidine	"CCMSLIB00000212546"
l-histidine	"CCMSLIB00000212548"
l-histidine	"CCMSLIB00000212549"
l-histidine	"CCMSLIB00000212552"
l-histidine	"CCMSLIB00000217166"
l-histidine	"CCMSLIB00000217168"
l-histidine	"CCMSLIB00000217170"
l-histidine	"CCMSLIB00000217172"
l-histidine	"CCMSLIB00000220756"
l-histidine	"CCMSLIB00000220758"
l-histidine	"CCMSLIB00000221339"
l-histidine	"CCMSLIB00000221760"
l-histidine	"CCMSLIB00000222288"
l-homocysteine	"CCMSLIB00000216050"
l-homocysteine	"CCMSLIB00000216457"
l-homocysteine	"CCMSLIB00000216459"
l-homoserine	"CCMSLIB00000216162"
l-homoserine	"CCMSLIB00000216164"
l-homoserine	"CCMSLIB00000216381"
l-homoserine	"CCMSLIB00000216383"
l-homoserine	"CCMSLIB00000223120"
l-homoserine	"CCMSLIB00000216589"
l-homoserine	"CCMSLIB00000216591"
l-homoserine	"CCMSLIB00000216593"
l-homoserine	"CCMSLIB00000221290"
l-homoserine	"CCMSLIB00000222230"
licochalcone b	"CCMSLIB00000212285"
lignoceric acid	"CCMSLIB00000223261"
lignoceric acid	"CCMSLIB00000217002"
lignoceric acid	"CCMSLIB00000217007"
lignoceric acid	"CCMSLIB00000221633"
linarin	"CCMSLIB00000223180"
linarin	"CCMSLIB00000217990"
linarin	"CCMSLIB00000217993"
linarin	"CCMSLIB00000217995"
linarin	"CCMSLIB00000217997"
linarin	"CCMSLIB00000217999"
linarin	"CCMSLIB00000218001"
linarin	"CCMSLIB00000218003"
linarin	"CCMSLIB00000218005"
linarin	"CCMSLIB00000218007"
linarin	"CCMSLIB00000218009"
linarin	"CCMSLIB00000218011"
linarin	"CCMSLIB00000221408"
linarin	"CCMSLIB00000222380"
linoleic acid	"CCMSLIB00000214175"
linoleic acid	"CCMSLIB00000214177"
linoleic acid	"CCMSLIB00000214179"
linoleic acid	"CCMSLIB00000214181"
liquiritin	"CCMSLIB00000212278"
liquiritin apioside	"CCMSLIB00000212274"
liquiritin apioside	"CCMSLIB00000212276"
l-leucine	"CCMSLIB00000216141"
l-leucine	"CCMSLIB00000216143"
l-leucine	"CCMSLIB00000216145"
l-leucine	"CCMSLIB00000216393"
l-leucine	"CCMSLIB00000216395"
l-leucine	"CCMSLIB00000216397"
l-leucine	"CCMSLIB00000219074"
l-leucine	"CCMSLIB00000219076"
l-leucine	"CCMSLIB00000219078"
l-leucine	"CCMSLIB00000219080"
l-leucine	"CCMSLIB00000219082"
l-tyrosine	"CCMSLIB00000216184"
l-tyrosine	"CCMSLIB00000216186"
l-tyrosine	"CCMSLIB00000216297"
l-tyrosine	"CCMSLIB00000216299"
